time_ms,ias_hz,frame_rms
293379,0.0,1.74
293891,0.0,1.83
294403,0.0,1.82
294915,0.0,1.8
295427,0.0,1.79
295939,0.0,1.79
296451,0.0,1.81
296963,0.0,1.85
297475,0.0,1.81
297987,0.0,1.78
298499,0.0,436.36
299011,0.0,53.38
299523,0.0,0.68
300035,0.0,0.74
300547,0.0,0.63
301059,0.0,0.73
301571,0.0,0.74
302083,0.0,0.76
302595,0.0,129.86
303107,0.0,387.59
303619,0.0,8.07
304131,0.0,8.06
304643,0.0,9.22
305155,0.0,8.43
305667,0.0,10.69
306179,0.0,8.37
306691,0.0,9.73
307203,0.0,11.42
307715,0.0,83.49
308227,0.0,204.21
308739,22.46,196.09
309251,22.84,250.61
309763,23.23,265.93
310275,23.42,276.31
310787,23.42,278.38
311299,23.42,278.15
311811,23.42,285.09
312323,23.42,283.06
312835,23.23,117.02
313347,0.0,9.41
313859,0.0,10.09
314371,0.0,8.92
314883,0.0,8.36
315395,0.0,8.41
315907,0.0,8.3
316419,0.0,8.38
316931,0.0,8.84
317443,0.0,20.03
317955,0.0,127.5
318467,21.5,224.01
318979,22.46,232.81
319491,23.23,267.61
320003,23.42,276.44
320515,23.42,277.88
321027,23.42,285.14
321539,23.42,286.09
322051,23.42,288.58
322563,23.42,266.4
323075,23.61,44.92
323587,0.0,8.62
324099,0.0,8.58
324611,0.0,9.04
325123,0.0,9.23
325635,0.0,8.51
326147,0.0,9.99
326659,0.0,7.75
327171,0.0,8.11
327683,0.0,56.7
328195,0.0,178.4
328707,22.46,206.05
329219,22.84,248.06
329731,23.23,268.54
330243,23.42,272.13
330755,23.42,275.99
331267,23.42,280.32
331779,23.42,280.42
332291,23.42,278.01
332803,23.42,183.48
333315,0.0,13.89
333827,0.0,9.98
334339,0.0,9.01
334851,0.0,8.53
335363,0.0,8.33
335875,0.0,9.98
336387,0.0,10.28
336899,0.0,7.54
337411,0.0,8.41
337923,0.0,87.09
338435,0.0,227.51
338947,22.65,214.4
339459,23.23,267.15
339971,23.42,284.07
340483,23.42,285.89
340995,23.42,285.25
341507,23.42,287.34
342019,23.42,289.66
342531,23.42,288.43
343043,23.42,102.43
343555,0.0,8.28
344067,0.0,9.38
344579,0.0,8.95
345091,0.0,8.88
345603,0.0,9.68
346115,0.0,9.57
346627,0.0,8.72
347139,0.0,8.21
347651,0.0,22.68
348163,0.0,125.67
348675,5.57,220.4
349187,23.04,251.12
349699,23.42,278.46
350211,23.42,283.69
350723,23.42,287.0
351235,23.42,292.19
351747,23.61,295.3
352259,23.61,298.44
352771,23.61,275.13
353283,23.8,42.36
353795,0.0,10.18
354307,0.0,9.23
354819,0.0,10.7
355331,0.0,8.87
355843,0.0,8.52
356355,0.0,9.49
356867,0.0,8.14
357379,0.0,8.87
357891,0.0,58.25
358403,0.0,175.42
358915,5.57,206.84
359427,23.04,254.68
359939,23.42,275.59
360451,23.42,287.09
360963,23.42,286.6
361475,23.42,287.59
361987,23.42,281.51
362499,23.42,275.49
363011,23.42,174.83
363523,0.0,14.3
364035,0.0,7.92
364547,0.0,9.13
365059,0.0,12.57
365571,0.0,9.31
366083,0.0,8.67
366595,0.0,8.94
367107,0.0,8.51
367619,0.0,9.22
368131,0.0,10.9
368643,0.0,8.95
369155,0.0,8.65
369667,0.0,8.38
370179,0.0,7.99
370691,0.0,7.93
371203,0.0,8.32
371715,0.0,8.83
372227,0.0,9.31
372739,0.0,8.78
373251,0.0,15.35
373763,0.0,4.38
374275,0.0,1.6
374787,0.0,1.71
375299,0.0,1.57
375811,0.0,1.68
376323,0.0,1.88
