time_ms,ias_hz,frame_rms
647683,0.0,2.2
648195,0.0,1.85
648707,0.0,2.13
649219,0.0,2.06
649731,0.0,2.14
650243,0.0,2.19
650755,0.0,1.95
651267,0.0,2.12
651779,0.0,229.51
652291,0.0,324.51
652803,0.0,0.74
653315,0.0,0.76
653827,0.0,0.6
654339,0.0,0.72
654851,0.0,0.86
655363,0.0,0.79
655875,0.0,89.46
656387,0.0,395.54
656899,0.0,8.36
657411,0.0,8.61
657923,0.0,9.65
658435,0.0,8.21
658947,0.0,8.97
659459,0.0,8.39
659971,0.0,8.6
660483,0.0,8.4
660995,0.0,51.1
661507,0.0,158.98
662019,5.38,189.84
662531,23.04,236.09
663043,23.23,255.25
663555,23.42,269.75
664067,23.61,277.66
664579,23.61,281.52
665091,23.61,282.89
665603,23.61,283.64
666115,23.61,183.13
666627,0.0,13.79
667139,0.0,8.33
667651,0.0,7.62
668163,0.0,8.29
668675,0.0,9.37
669187,0.0,9.38
669699,0.0,8.71
670211,0.0,9.29
670723,0.0,11.99
671235,0.0,94.83
671747,0.0,208.04
672259,22.27,218.93
672771,23.23,261.36
673283,23.42,272.2
673795,23.61,281.38
674307,23.61,283.72
674819,23.61,285.71
675331,23.61,288.81
675843,23.8,290.49
676355,23.8,78.73
676867,0.0,8.4
677379,0.0,10.0
677891,0.0,9.25
678403,0.0,8.7
678915,0.0,9.65
679427,0.0,8.63
679939,0.0,9.11
680451,0.0,8.68
680963,0.0,28.25
681475,0.0,128.07
681987,5.38,201.11
682499,23.04,233.73
683011,23.42,262.25
683523,23.42,273.04
684035,23.61,278.11
684547,23.61,281.98
685059,23.61,293.65
685571,23.8,294.3
686083,23.8,246.59
686595,23.8,28.05
687107,0.0,8.93
687619,0.0,8.81
688131,0.0,8.48
688643,0.0,8.19
689155,0.0,9.47
689667,0.0,8.22
690179,0.0,8.31
690691,0.0,8.59
691203,0.0,66.42
691715,0.0,183.69
692227,5.57,207.43
692739,23.42,267.38
693251,23.61,291.46
693763,23.8,299.05
694275,23.8,300.27
694787,23.8,295.85
695299,23.8,289.72
695811,23.61,285.1
696323,23.42,141.71
696835,0.0,10.64
697347,0.0,8.77
697859,0.0,8.55
698371,0.0,8.81
698883,0.0,9.11
699395,0.0,7.8
699907,0.0,9.13
700419,0.0,8.02
700931,0.0,11.3
701443,0.0,96.4
701955,0.0,212.65
702467,22.27,210.32
702979,23.04,251.18
703491,23.42,266.53
704003,23.61,275.7
704515,23.61,282.67
705027,23.61,285.44
705539,23.61,283.79
706051,23.61,267.57
706563,23.61,54.9
707075,0.0,8.07
707587,0.0,8.25
708099,0.0,9.0
708611,0.0,7.73
709123,0.0,7.62
709635,0.0,8.2
710147,0.0,8.12
710659,0.0,9.27
711171,0.0,40.5
711683,0.0,144.63
712195,5.38,197.04
712707,23.23,249.47
713219,23.42,272.15
713731,23.61,284.06
714243,23.61,289.82
714755,23.8,295.66
715267,23.8,296.59
715779,23.8,292.12
716291,23.61,210.63
716803,0.0,19.16
717315,0.0,8.75
717827,0.0,8.58
718339,0.0,8.48
718851,0.0,8.21
719363,0.0,8.14
719875,0.0,8.47
720387,0.0,8.64
720899,0.0,8.13
721411,0.0,7.94
721923,0.0,11.49
722435,0.0,10.84
722947,0.0,8.38
723459,0.0,7.67
723971,0.0,9.01
724483,0.0,8.19
724995,0.0,9.19
725507,0.0,8.38
726019,0.0,11.34
726531,0.0,24.93
727043,0.0,9.88
727555,0.0,2.03
728067,0.0,1.94
728579,0.0,2.04
