time_ms,ias_hz,frame_rms
118787,0.0,1.69
119299,0.0,1.62
119811,0.0,1.94
120323,0.0,1.82
120835,0.0,1.94
121347,0.0,1.85
121859,0.0,1.95
122371,0.0,1.98
122883,0.0,1.94
123395,0.0,38.85
123907,0.0,439.84
124419,0.0,0.63
124931,0.0,0.68
125443,0.0,0.73
125955,0.0,0.73
126467,0.0,0.7
126979,0.0,0.8
127491,0.0,0.57
128003,0.0,105.9
128515,0.0,414.25
129027,0.0,11.02
129539,0.0,10.22
130051,0.0,14.72
130563,0.0,11.07
131075,0.0,9.66
131587,0.0,9.81
132099,0.0,11.97
132611,0.0,11.24
133123,0.0,87.65
133635,0.0,186.6
134147,21.69,211.12
134659,22.27,199.94
135171,22.46,220.15
135683,22.65,231.78
136195,22.65,237.16
136707,22.84,244.16
137219,22.84,245.03
137731,22.84,249.75
138243,22.84,112.76
138755,0.0,9.52
139267,0.0,10.4
139779,0.0,13.52
140291,0.0,8.99
140803,0.0,10.48
141315,0.0,9.46
141827,0.0,10.8
142339,0.0,10.55
142851,0.0,21.27
143363,0.0,118.17
143875,20.73,246.19
144387,21.69,197.77
144899,22.46,216.18
145411,22.65,232.62
145923,22.65,245.17
146435,22.84,245.38
146947,22.84,246.51
147459,22.84,246.62
147971,22.84,232.97
148483,8.07,42.15
148995,0.0,9.71
149507,0.0,9.39
150019,0.0,11.92
150531,0.0,10.86
151043,0.0,9.91
151555,0.0,10.6
152067,0.0,10.07
152579,0.0,10.08
153091,0.0,58.02
153603,0.0,172.13
154115,21.5,230.0
154627,22.46,216.01
155139,22.84,250.92
155651,23.04,263.1
156163,23.04,266.91
156675,23.23,270.64
157187,23.23,272.51
157699,23.23,280.58
158211,23.23,195.41
158723,0.0,15.45
159235,0.0,9.58
159747,0.0,10.1
160259,0.0,9.86
160771,0.0,9.46
161283,0.0,9.04
161795,0.0,9.71
162307,0.0,8.77
162819,0.0,11.3
163331,0.0,105.51
163843,0.0,220.6
164355,22.46,206.54
164867,22.65,242.01
165379,22.84,253.6
165891,23.04,257.48
166403,23.04,257.41
166915,23.04,257.3
167427,22.84,252.31
167939,22.84,244.97
168451,23.23,85.25
168963,0.0,9.54
169475,0.0,10.59
169987,0.0,9.82
170499,0.0,10.47
171011,0.0,10.04
171523,0.0,9.24
172035,0.0,9.35
172547,0.0,10.23
173059,0.0,26.51
173571,0.0,135.89
174083,20.92,240.41
174595,22.08,203.48
175107,22.46,227.48
175619,22.65,235.89
176131,22.65,239.04
176643,22.84,241.71
177155,22.84,245.64
177667,22.84,245.65
178179,22.84,221.81
178691,22.46,29.35
179203,0.0,9.83
179715,0.0,10.26
180227,0.0,10.35
180739,0.0,10.78
181251,0.0,11.02
181763,0.0,10.79
182275,0.0,9.53
182787,0.0,10.45
183299,0.0,71.08
183811,0.0,188.69
184323,21.88,212.54
184835,22.46,226.47
185347,22.84,255.25
185859,23.04,259.57
186371,23.04,263.52
186883,23.23,267.29
187395,23.23,270.17
187907,23.23,262.21
188419,23.04,153.36
188931,0.0,11.93
189443,0.0,10.0
189955,0.0,9.49
190467,0.0,10.02
190979,0.0,10.42
191491,0.0,10.13
192003,0.0,11.61
192515,0.0,10.73
193027,0.0,13.53
193539,0.0,10.08
194051,0.0,9.79
194563,0.0,11.49
195075,0.0,10.2
195587,0.0,11.82
196099,0.0,9.51
196611,0.0,10.32
197123,0.0,9.05
197635,0.0,10.23
198147,0.0,13.65
198659,0.0,10.48
199171,0.0,2.07
199683,0.0,1.81
