time_ms,ias_hz,frame_rms
3361283,0.0,2.08
3361795,0.0,1.99
3362307,0.0,2.01
3362819,0.0,1.99
3363331,0.0,2.06
3363843,0.0,1.84
3364355,0.0,2.02
3364867,0.0,2.01
3365379,0.0,1.98
3365891,0.0,1.93
3366403,0.0,2.04
3366915,0.0,115.99
3367427,0.0,410.34
3367939,0.0,0.81
3368451,0.0,0.76
3368963,0.0,0.7
3369475,0.0,0.69
3369987,0.0,0.57
3370499,0.0,0.64
3371011,0.0,0.74
3371523,0.0,256.22
3372035,0.0,252.06
3372547,0.0,10.73
3373059,0.0,8.99
3373571,0.0,10.82
3374083,0.0,9.19
3374595,0.0,11.64
3375107,0.0,9.61
3375619,0.0,12.25
3376131,0.0,10.69
3376643,0.0,9.0
3377155,0.0,9.44
3377667,0.0,8.76
3378179,0.0,10.19
3378691,0.0,9.02
3379203,0.0,9.11
3379715,0.0,8.99
3380227,0.0,8.01
3380739,0.0,10.09
3381251,0.0,10.12
3381763,0.0,10.42
3382275,0.0,12.31
3382787,0.0,12.64
3383299,0.0,13.24
3383811,0.0,15.29
3384323,0.0,16.51
3384835,0.0,16.17
3385347,0.0,18.28
3385859,0.0,22.05
3386371,0.0,23.95
3386883,5.95,21.18
3387395,6.53,23.15
3387907,6.91,24.59
3388419,7.11,27.15
3388931,7.87,32.96
3389443,8.45,35.8
3389955,9.03,38.19
3390467,6.53,46.71
3390979,6.72,55.75
3391491,7.11,60.51
3392003,7.49,65.36
3392515,7.68,67.45
3393027,8.07,67.76
3393539,8.45,78.94
3394051,8.83,83.33
3394563,9.03,90.28
3395075,9.41,88.12
3395587,9.6,84.65
3396099,9.79,85.05
3396611,10.18,103.36
3397123,10.56,105.54
3397635,10.75,113.42
3398147,11.14,127.91
3398659,11.71,123.33
3399171,11.9,109.79
3399683,12.29,110.92
3400195,12.67,118.05
3400707,12.86,104.19
3401219,13.25,94.99
3401731,13.63,110.63
3402243,14.02,134.44
3402755,14.4,173.36
3403267,14.78,156.65
3403779,15.17,127.42
3404291,15.55,108.51
3404803,15.93,101.85
3405315,16.32,93.34
3405827,16.7,103.17
3406339,17.09,119.81
3406851,17.47,115.13
3407363,17.85,112.69
3407875,18.24,136.26
3408387,18.62,160.04
3408899,18.81,171.77
3409411,19.2,181.45
3409923,19.39,188.72
3410435,19.58,227.75
3410947,19.96,274.27
3411459,20.16,293.08
3411971,20.54,268.53
3412483,20.73,254.12
3412995,21.12,241.12
3413507,21.31,221.62
3414019,21.5,206.76
3414531,21.69,188.53
3415043,21.69,183.81
3415555,21.88,179.74
3416067,22.08,179.27
3416579,22.27,185.64
3417091,22.46,194.2
3417603,22.46,198.21
3418115,22.46,213.81
3418627,22.65,230.16
3419139,22.84,248.96
3419651,23.04,263.31
3420163,23.23,274.02
3420675,23.42,279.35
3421187,23.42,282.61
3421699,23.42,284.18
3422211,23.42,286.69
3422723,23.42,290.1
3423235,23.42,280.51
3423747,23.42,280.21
3424259,23.42,278.63
3424771,23.42,291.03
3425283,23.61,299.94
3425795,23.61,302.04
3426307,23.61,305.71
3426819,23.61,307.3
3427331,23.61,298.15
3427843,23.42,292.74
3428355,23.42,290.28
3428867,23.42,288.76
3429379,23.42,290.89
3429891,23.42,291.04
3430403,23.42,288.78
3430915,23.42,285.31
3431427,23.42,280.82
3431939,23.42,82.85
3432451,0.0,8.9
3432963,0.0,8.46
3433475,0.0,9.13
3433987,0.0,9.33
3434499,0.0,8.62
3435011,0.0,8.88
3435523,0.0,9.82
3436035,0.0,9.75
3436547,0.0,9.99
3437059,0.0,9.41
3437571,0.0,9.29
3438083,0.0,9.59
3438595,0.0,9.67
3439107,0.0,9.71
3439619,0.0,9.35
3440131,0.0,9.46
3440643,0.0,11.06
3441155,0.0,12.72
3441667,0.0,12.24
3442179,0.0,43.4
3442691,0.0,2.01
3443203,0.0,2.17
