time_ms,ias_hz,frame_rms
384003,0.0,1.61
384515,0.0,1.7
385027,0.0,1.88
385539,0.0,1.79
386051,0.0,1.86
386563,0.0,1.85
387075,0.0,1.85
387587,0.0,1.79
388099,0.0,1.88
388611,0.0,11.3
389123,0.0,443.33
389635,0.0,0.66
390147,0.0,0.68
390659,0.0,0.8
391171,0.0,0.7
391683,0.0,0.67
392195,0.0,0.61
392707,0.0,0.64
393219,0.0,313.31
393731,0.0,190.46
394243,0.0,9.06
394755,0.0,9.34
395267,0.0,10.39
395779,0.0,8.77
396291,0.0,9.11
396803,0.0,8.4
397315,0.0,7.99
397827,0.0,35.01
398339,0.0,127.12
398851,22.08,216.18
399363,22.65,229.74
399875,23.23,265.68
400387,23.42,274.9
400899,23.42,279.44
401411,23.42,285.9
401923,23.42,287.62
402435,23.42,288.45
402947,23.42,242.64
403459,23.42,25.84
403971,0.0,8.54
404483,0.0,9.77
404995,0.0,9.54
405507,0.0,8.62
406019,0.0,8.03
406531,0.0,7.75
407043,0.0,7.65
407555,0.0,8.15
408067,0.0,74.06
408579,0.0,198.96
409091,22.65,209.79
409603,23.23,265.37
410115,23.42,281.74
410627,23.42,289.08
411139,23.42,290.18
411651,23.42,284.88
412163,23.42,277.62
412675,23.42,274.03
413187,23.42,146.82
413699,0.0,9.11
414211,0.0,8.64
414723,0.0,9.25
415235,0.0,8.39
415747,0.0,9.19
416259,0.0,7.98
416771,0.0,8.41
417283,0.0,8.9
417795,0.0,14.56
418307,0.0,118.92
418819,0.0,224.84
419331,22.46,235.36
419843,23.23,274.18
420355,23.42,291.3
420867,23.61,299.3
421379,23.61,301.22
421891,23.61,301.57
422403,23.61,304.71
422915,23.61,287.4
423427,23.42,61.08
423939,0.0,9.44
424451,0.0,8.56
424963,0.0,7.12
425475,0.0,7.65
425987,0.0,9.09
426499,0.0,8.55
427011,0.0,8.93
427523,0.0,7.1
428035,0.0,42.25
428547,0.0,146.57
429059,22.27,200.98
429571,22.65,232.94
430083,23.23,267.64
430595,23.42,276.53
431107,23.42,284.93
431619,23.61,294.22
432131,23.61,300.44
432643,23.61,307.16
433155,23.61,225.22
433667,0.0,18.29
434179,0.0,9.69
434691,0.0,9.36
435203,0.0,9.69
435715,0.0,9.58
436227,0.0,7.92
436739,0.0,7.91
437251,0.0,8.29
437763,0.0,9.6
438275,0.0,84.71
438787,0.0,213.14
439299,22.84,220.24
439811,23.42,275.01
440323,23.61,294.4
440835,23.61,303.56
441347,23.61,304.66
441859,23.61,307.45
442371,23.8,310.84
442883,23.8,305.33
443395,23.61,116.94
443907,0.0,9.45
444419,0.0,8.2
444931,0.0,8.03
445443,0.0,8.28
445955,0.0,8.78
446467,0.0,9.35
446979,0.0,8.3
447491,0.0,9.2
448003,0.0,20.26
448515,0.0,119.41
449027,5.38,223.88
449539,22.84,234.66
450051,23.23,269.02
450563,23.42,275.48
451075,23.42,282.02
451587,23.42,285.76
452099,23.61,288.53
452611,23.61,297.21
453123,23.61,268.82
453635,23.42,49.24
454147,0.0,10.31
454659,0.0,8.89
455171,0.0,8.68
455683,0.0,9.72
456195,0.0,9.96
456707,0.0,9.55
457219,0.0,9.41
457731,0.0,9.31
458243,0.0,7.85
458755,0.0,8.86
459267,0.0,9.47
459779,0.0,8.55
460291,0.0,10.99
460803,0.0,11.23
461315,0.0,10.15
461827,0.0,10.68
462339,0.0,9.46
462851,0.0,8.92
463363,0.0,11.28
463875,0.0,34.31
