Time (s),Channel 1 (V)
0.0,0.0031785236804686215
0.0005000000000023,0.0046828468973073014
0.0009999999999976,0.0019360929012654624
0.0015,0.0004544566275840788
0.0020000000000024,0.00028301387903021535
0.0024999999999977,0.0009340555258931354
0.0030000000000001,0.0003881773212879948
0.0035000000000025,-0.00046433928838738713
0.0039999999999977,0.001422336028369929
0.0045000000000001,0.001556257966725571
0.0050000000000025,0.001685651571982384
0.0054999999999978,0.0026620396331915866
0.0060000000000002,0.0024251795680252865
0.0065000000000026,0.003961406370728031
0.0069999999999978,0.006143538689429708
0.0075000000000002,0.00649403589479029
0.0080000000000026,0.0028463152512838083
0.0084999999999979,-1.870886096390802e-05
0.0090000000000003,0.0014400100827711819
0.0095000000000027,0.0016202177817220293
0.009999999999998,0.002956631313193912
0.0105000000000004,0.005478748268290175
0.0110000000000027,0.004524713554630412
0.011499999999998,0.004040334699042298
0.0120000000000004,0.002416460273928469
0.0125000000000028,0.0011328002058102339
0.0129999999999981,0.0021607543456371296
0.0135000000000005,0.0015270606366655465
0.0140000000000029,0.002175007571813618
0.0144999999999981,0.004003246969751464
0.0150000000000005,0.004209498528561014
0.0155000000000029,0.002794356149444275
0.0159999999999982,0.001827790476484077
0.0165000000000006,0.002126046084120643
0.017000000000003,0.004430308101860851
0.0174999999999982,0.006708606905299591
0.0180000000000006,0.005068297952824196
0.018500000000003,0.0019470848957666498
0.0189999999999983,0.0009311493938062957
0.0195000000000007,0.002844798464337148
0.0200000000000031,0.005261377655141099
0.0204999999999984,0.005741944051823351
0.0210000000000008,0.004116513124790782
0.0215000000000031,0.0009391209621038651
0.0219999999999984,-0.0010049845714347318
0.0225000000000008,8.214788470677652e-05
0.0230000000000032,0.0015740172413291145
0.0234999999999985,0.0019111306395277483
0.0240000000000009,0.002532130287992028
0.0245000000000033,0.002607394977307078
0.0249999999999985,0.0022938531947729714
0.0255000000000009,0.0019730562160210374
0.0260000000000033,0.001725056298515754
0.0264999999999986,0.003553636780295557
0.027000000000001,0.006251450409696536
0.0275000000000034,0.005263339143990248
0.0279999999999986,0.0029822813097452883
0.028500000000001,0.0009865069265621717
0.0290000000000034,-0.00026133724694667697
0.0294999999999987,0.0022754582093117088
0.0300000000000011,0.003710892725677463
0.0305000000000035,0.0032957882484333264
0.0309999999999988,0.0021833921785373673
0.0315000000000011,-0.00017736549754219055
0.0319999999999964,-0.0013501922608179986
0.0324999999999988,0.00034185747135780364
0.0330000000000012,0.0019258455202267129
0.0334999999999965,0.0015472314476734817
0.0339999999999989,0.0017025177932598506
0.0345000000000013,0.0019561096741893204
0.0349999999999965,0.0016214251815173017
0.0354999999999989,0.001723217603827748
0.0360000000000013,0.0027298924765390494
0.0364999999999966,0.0038732214223703675
0.036999999999999,0.006072133820093624
0.0375000000000014,0.007066545526859082
0.0379999999999967,0.004109573644621981
0.038499999999999,0.0010999378597841088
0.0390000000000014,-0.0005612158234581736
0.0394999999999967,0.0004631661262762453
0.0399999999999991,0.003473082692655598
0.0405000000000015,0.004490146748915079
0.0409999999999968,0.001994279502689031
0.0414999999999992,-0.0007175788117427404
0.0420000000000015,0.00035428400641709663
0.0424999999999968,0.00037543887116909007
0.0429999999999992,-0.0015426958996126545
0.0435000000000016,-0.0016716785588709322
0.0439999999999969,-6.050473903699346e-05
0.0444999999999993,0.0012728777472551223
0.0450000000000017,0.0006851397698996088
0.0454999999999969,-0.00034788003352962765
0.0459999999999993,0.000786865103151665
0.0465000000000017,0.0036991971253321535
0.046999999999997,0.005079012280575533
0.0474999999999994,0.005411701553298837
0.0480000000000018,0.0032575328748855764
0.0484999999999971,0.00043306544611703085
0.0489999999999994,0.0007522297826322919
0.0495000000000018,0.002560685831391583
0.0499999999999971,0.004533129160016653
0.0504999999999995,0.0061890228397895215
0.0510000000000019,0.005391606480636236
0.0514999999999972,0.0032494262109911956
0.0519999999999996,0.0029547496902511657
0.0525000000000019,0.0027505504903263334
0.0529999999999972,0.002124747299620301
0.0534999999999996,0.002344856089679833
0.054000000000002,0.004591917763214731
0.0544999999999973,0.006095652172693558
0.0549999999999997,0.0046551225577925095
0.0555000000000021,0.004437858532301732
0.0559999999999973,0.005764120401705721
0.0564999999999997,0.005575352604169328
0.0570000000000021,0.006123253061885434
0.0574999999999974,0.007233823754904322
0.0579999999999998,0.004665653230984928
0.0585000000000022,0.0017295972445531412
0.0589999999999975,0.0016159824774536718
0.0594999999999998,0.003532941589022522
0.0600000000000022,0.005004588710480309
0.0604999999999975,0.004710793347834869
0.0609999999999999,0.0024355647829664502
0.0615000000000023,9.989105683816401e-05
0.0619999999999976,0.0013415488216625335
0.0625,0.0027162369743647424
0.0630000000000023,0.0014629949821260855
0.0634999999999976,0.0017021667041468775
0.064,0.002442049696560715
0.0645000000000024,0.0018302186471615056
0.0649999999999977,0.00268795535843012
0.0655000000000001,0.00350295749833198
0.0660000000000025,0.002830821609340964
0.0664999999999977,0.004133183222204225
0.0670000000000001,0.006440601716789775
0.0675000000000025,0.00732118546775905
0.0679999999999978,0.004421516927577888
0.0685000000000002,0.0004993189000592961
0.0690000000000026,0.00015337431047624892
0.0694999999999979,0.002725490083213256
0.0700000000000002,0.005372205295565835
0.0705000000000026,0.005117486842660478
0.0709999999999979,0.002037283270039558
0.0715000000000003,-0.0005490473285436634
0.0720000000000027,-0.0006749717596670408
0.072499999999998,-0.0016616713197014877
0.0730000000000004,-0.0013495788904335899
0.0735000000000027,0.00044876181800318385
0.073999999999998,3.0369683397781334e-05
0.0745000000000004,-0.0007613186544596004
0.0750000000000028,0.00023449937948589694
0.0754999999999981,0.0004968977278841097
0.0760000000000005,-0.0002580752991067665
0.0765000000000029,0.00124536867351615
0.0769999999999981,0.0049477166462103634
0.0775000000000005,0.004923242702698253
0.0780000000000029,0.0009949950778270818
0.0784999999999982,0.0004066130307911361
0.0790000000000006,0.0007364952885801353
0.079500000000003,0.001790882891132035
0.0799999999999982,0.0036346912588114777
0.0805000000000006,0.004251626919318174
0.081000000000003,0.002210582356010331
0.0814999999999983,-0.0018669822225086548
0.0820000000000007,-0.002641444744347666
0.0825000000000031,-0.001104772820996123
0.0829999999999984,-0.0012247805207864515
0.0835000000000008,-0.0016073244662888756
0.0840000000000031,-4.973324741010587e-05
0.0844999999999984,0.0014289183339180082
0.0850000000000008,-6.695548913675677e-05
0.0855000000000032,-0.0016911094463622643
0.0859999999999985,3.684361865541047e-05
0.0865000000000009,0.002507629397290907
0.0870000000000033,0.005263876779990764
0.0874999999999985,0.004386891961994716
0.0880000000000009,-0.00015356585113749621
0.0885000000000033,-0.0013786124224052108
0.0889999999999986,-0.0018045810184689724
0.089500000000001,-2.0252348000941654e-05
0.0900000000000034,0.0026210656534116
0.0904999999999986,0.0022225839103876695
0.091000000000001,0.0009115995451761203
0.0915000000000034,-0.0015766743202678792
0.0919999999999987,-0.001917688850006585
0.0925000000000011,-0.00037742644945052453
0.0930000000000035,0.000296243400949413
0.0934999999999988,0.00044595746168838617
0.0940000000000011,0.00020191170021069497
0.0944999999999964,0.0016829336035792597
0.0949999999999988,0.002819403614048403
0.0955000000000012,0.001066783596409272
0.0959999999999965,0.0011397194896162444
0.0964999999999989,0.004246025625887281
0.0970000000000013,0.006283270047361362
0.0974999999999965,0.005688685140345723
0.0979999999999989,0.004552081440213956
0.0985000000000013,0.002235027899221495
0.0989999999999966,-0.00013684218091800435
0.099499999999999,0.002737680528353971
0.1000000000000014,0.0064677633183847175
0.1004999999999967,0.006006687737365561
0.1009999999999991,0.0022094222679481077
0.1015000000000015,5.961941678007899e-05
0.1019999999999968,0.0006447985333992975
0.1024999999999991,0.0011622236274516794
0.1030000000000015,0.0016352723964142403
0.1034999999999968,0.0015701577480826195
0.1039999999999992,0.002290746255871551
0.1045000000000016,0.0027698435024781885
0.1049999999999969,0.0026210400183965653
0.1054999999999993,0.003336244585915352
0.1060000000000016,0.0029445512449363543
0.1064999999999969,0.0029169370971150283
