Time (s),Channel 1 (V)
0.0,0.00392649317707716
0.0005000000000023,0.0034001019260931167
0.0009999999999976,0.00017945461801077982
0.0015,0.0005554560146046181
0.0020000000000024,0.0023403327913995194
0.0024999999999977,0.002675991136538901
0.0030000000000001,0.0019773649438044856
0.0035000000000025,0.0006279658325170993
0.0039999999999977,-0.0003028314077475851
0.0045000000000001,-0.0013210057142894875
0.0050000000000025,0.00023013064913275373
0.0054999999999978,-3.632372923929389e-05
0.0060000000000002,-0.001812081143890867
0.0065000000000026,0.00023974647871700228
0.0069999999999978,0.001595238538740824
0.0075000000000002,0.002199137537679276
0.0080000000000026,0.0026982791702718965
0.0084999999999979,0.0020217519890648773
0.0090000000000003,0.0028637158997235276
0.0095000000000027,0.004792673776175424
0.009999999999998,0.004264868174522213
0.0105000000000004,0.0017515722418419695
0.0110000000000027,-0.0006641406102969934
0.011499999999998,-0.0012544697312618304
0.0120000000000004,0.0005583242653640395
0.0125000000000028,0.0031174016416455805
0.0129999999999981,0.002907355735950496
0.0135000000000005,-0.0005294124620696218
0.0140000000000029,0.00029021528685512486
0.0144999999999981,0.0016696355426628993
0.0150000000000005,-0.00064691928673404
0.0155000000000029,0.0004906409208840497
0.0159999999999982,0.0019199765813996215
0.0165000000000006,0.0009658720503646066
0.017000000000003,0.002022248567445486
0.0174999999999982,0.0026623590478333753
0.0180000000000006,0.0018415741589860018
0.018500000000003,0.0033306667503099226
0.0189999999999983,0.0049634054119534615
0.0195000000000007,0.005052192170626594
0.0200000000000031,0.0050241918612869895
0.0204999999999984,0.003077061430988677
0.0210000000000008,-0.00015625150741090972
0.0215000000000031,-0.00047849574555492493
0.0219999999999984,0.0013352029262997547
0.0225000000000008,0.002511772026429643
0.0230000000000032,0.002337004657356384
0.0234999999999985,0.0009163039976528315
0.0240000000000009,-0.0005664071188450474
0.0245000000000033,-0.0010174098337239867
0.0249999999999985,0.00028773883697843133
0.0255000000000009,0.000999313951255782
0.0260000000000033,0.00036239803566024504
0.0264999999999986,0.0022036973670131943
0.027000000000001,0.0034292886901236812
0.0275000000000034,0.0017849044953316684
0.0279999999999986,0.002609012604456757
0.028500000000001,0.002713627250931316
0.0290000000000034,0.002935458872304098
0.0294999999999987,0.00592295336561907
0.0300000000000011,0.006127551009937374
0.0305000000000035,0.003172746715564666
0.0309999999999988,-0.00011335701845925068
0.0315000000000011,0.00021638013813663918
0.0319999999999964,0.0030377840298798416
0.0324999999999988,0.0038592736885124245
0.0330000000000012,0.0037489657224326553
0.0334999999999965,0.0016216247341139783
0.0339999999999989,-0.0003050792152544268
0.0345000000000013,0.0015875699128311007
0.0349999999999965,0.003674170018419863
0.0354999999999989,0.0036299468606286315
0.0360000000000013,0.002561550308978054
0.0364999999999966,0.0035948100563949837
0.036999999999999,0.006157244418262725
0.0375000000000014,0.0034024451943386815
0.0379999999999967,0.0012995226918255311
0.038499999999999,0.004165395621122751
0.0390000000000014,0.006207521002276858
0.0394999999999967,0.008142367721659837
0.0399999999999991,0.007537791862697019
0.0405000000000015,0.004371799301177329
0.0409999999999968,0.0025846622184902707
0.0414999999999992,0.001781293133860749
0.0420000000000015,0.003552565429667768
0.0424999999999968,0.005706160257208099
0.0429999999999992,0.005122050862875428
0.0435000000000016,0.0031075378984402693
0.0439999999999969,0.0020763960272131904
0.0444999999999993,0.002968141890889095
0.0450000000000017,0.0027505805115012696
0.0454999999999969,0.0014734787632422397
0.0459999999999993,0.0016716833167125097
